delta_t,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,lin_ax,lin_ay,lin_az
0.02,-0.02,0.01,1.0,0.1,-0.1,0.0,1.0,0.01,0.01,0.04,-0.0,-0.0,0.0
0.02,-0.02,0.01,1.0,0.13,-0.14,-0.0,1.0,0.01,0.01,0.04,-0.0,0.0,-0.0
0.02,-0.01,0.02,1.01,0.14,-0.14,0.0,1.0,0.01,0.01,0.04,-0.0,0.0,0.01
0.02,-0.01,0.01,1.0,0.16,-0.15,0.0,1.0,0.01,0.0,0.04,-0.0,-0.0,-0.0
0.02,-0.0,0.02,1.0,0.16,-0.16,-0.01,1.0,0.01,0.0,0.04,0.0,-0.0,0.0
0.02,0.01,0.02,1.03,0.17,-0.16,-0.01,1.0,0.01,0.0,0.04,0.01,-0.0,0.03
0.02,-0.0,0.03,1.01,0.1,-0.1,0.0,1.0,0.01,-0.0,0.04,-0.0,0.0,0.01
0.02,0.0,0.03,1.02,0.05,-0.05,0.0,1.0,0.01,-0.0,0.04,0.0,0.0,0.02
0.02,0.0,0.03,1.01,0.01,-0.01,0.0,1.0,0.02,-0.0,0.04,0.0,0.0,0.01
0.02,0.0,0.03,1.0,0.01,-0.01,0.0,1.0,0.02,-0.0,0.04,-0.0,-0.0,-0.0
0.02,0.0,0.03,1.0,0.06,-0.06,0.0,1.0,0.02,-0.0,0.04,-0.0,-0.0,-0.0
0.02,0.0,0.03,1.0,0.11,-0.11,0.0,1.0,0.02,-0.0,0.04,-0.0,-0.01,-0.0
0.02,0.01,0.03,1.01,0.11,-0.11,0.0,1.0,0.02,-0.0,0.04,0.0,-0.0,0.01
0.02,0.01,0.04,1.01,0.07,-0.07,0.0,1.0,0.02,-0.0,0.04,-0.0,0.0,0.02
0.02,0.01,0.04,1.02,0.01,-0.01,0.0,1.0,0.02,-0.0,0.04,-0.0,0.0,0.02
0.02,0.01,0.03,0.99,0.02,-0.02,0.0,1.0,0.02,-0.0,0.04,-0.0,-0.01,-0.01
0.02,0.0,0.03,0.99,0.12,-0.11,0.0,1.0,0.02,-0.01,0.04,-0.01,-0.01,-0.01
0.02,0.01,0.04,1.01,0.17,-0.17,0.0,1.0,0.02,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.02,0.04,1.02,0.14,-0.13,0.0,1.0,0.02,-0.01,0.04,0.0,-0.0,0.02
0.02,0.02,0.05,1.02,0.05,-0.05,0.0,1.0,0.02,-0.01,0.04,0.01,0.0,0.02
0.02,0.02,0.05,1.01,0.02,-0.02,0.0,1.0,0.02,-0.01,0.04,-0.0,0.0,0.01
0.02,0.02,0.04,1.01,-0.0,0.0,0.0,1.0,0.02,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.02,0.05,1.01,0.01,-0.01,0.0,1.0,0.02,-0.01,0.04,-0.0,0.0,0.01
0.02,0.02,0.05,1.0,0.02,-0.02,0.0,1.0,0.02,-0.01,0.04,-0.0,-0.0,0.0
0.02,0.02,0.05,1.01,0.03,-0.03,0.0,1.0,0.02,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.01,0.04,1.0,0.04,-0.04,0.0,1.0,0.02,-0.01,0.04,-0.01,-0.01,-0.0
0.02,0.02,0.05,1.0,0.08,-0.08,0.0,1.0,0.03,-0.01,0.04,-0.0,0.0,0.0
0.02,0.03,0.06,1.02,0.07,-0.07,0.0,1.0,0.03,-0.01,0.04,0.0,0.01,0.02
0.02,0.02,0.05,1.02,0.01,-0.01,0.0,1.0,0.03,-0.01,0.04,-0.0,0.0,0.02
0.02,0.02,0.05,1.01,-0.01,0.02,-0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.02,0.05,1.0,0.01,-0.01,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,-0.0
0.02,0.02,0.05,1.0,0.04,-0.04,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.0
0.02,0.02,0.05,1.01,0.03,-0.03,0.0,1.0,0.03,-0.01,0.04,-0.0,0.0,0.01
0.02,0.03,0.05,1.0,0.04,-0.04,0.0,1.0,0.03,-0.01,0.04,0.0,-0.0,0.0
0.02,0.03,0.05,1.0,0.05,-0.05,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.01,0.01
0.02,0.03,0.06,1.01,0.02,-0.02,0.0,1.0,0.03,-0.01,0.04,0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.0,0.0,-0.0,1.0,0.03,-0.01,0.04,0.0,0.0,0.01
0.02,0.02,0.05,1.01,-0.02,0.02,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.02,0.05,0.99,-0.01,0.0,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,-0.0
0.02,0.03,0.05,1.0,0.03,-0.03,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.0
0.02,0.03,0.05,1.01,0.03,-0.04,-0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.02,-0.02,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.02,-0.01,0.0,1.0,0.03,-0.01,0.04,0.0,-0.0,0.01
0.02,0.03,0.05,1.01,0.0,-0.0,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,0.01,-0.01,0.0,1.0,0.03,-0.01,0.04,-0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.02,-0.02,-0.01,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.0
0.02,0.03,0.06,1.01,0.01,-0.02,-0.0,1.0,0.03,-0.01,0.04,0.0,0.0,0.01
0.02,0.03,0.05,1.0,0.01,-0.0,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.0,0.0,-0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.01,0.04,0.0,0.0,0.01
0.02,0.03,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.05,1.0,-0.0,0.0,0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.05,1.0,-0.0,0.01,-0.0,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.0,0.0,-0.0,1.0,0.03,-0.01,0.04,-0.0,0.0,0.01
0.02,0.03,0.05,1.0,0.0,-0.01,0.0,1.0,0.03,-0.01,0.04,0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.0,-0.01,-0.01,1.0,0.03,-0.01,0.04,-0.0,0.01,0.01
0.02,0.04,0.04,1.0,0.0,-0.0,-0.01,1.0,0.03,-0.01,0.04,0.01,-0.01,0.01
0.02,0.03,0.06,1.0,0.0,0.0,0.01,1.0,0.03,-0.01,0.04,0.0,-0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.0,0.01,1.0,0.03,-0.01,0.04,-0.0,-0.0,0.01
0.02,0.03,0.09,1.0,0.0,-0.0,-0.01,1.0,0.03,-0.01,0.04,-0.0,0.03,0.01
0.02,0.03,0.11,1.01,0.01,-0.01,-0.03,1.0,0.03,-0.01,0.04,-0.0,0.05,0.01
0.02,0.03,0.07,1.0,0.02,-0.02,-0.03,1.0,0.03,-0.01,0.04,-0.0,0.01,0.0
0.02,0.03,0.07,1.0,0.0,-0.01,-0.03,1.0,0.03,-0.01,0.04,-0.0,0.01,0.0
0.02,0.03,0.04,0.99,-0.0,-0.01,-0.01,1.0,0.03,-0.01,0.03,-0.0,-0.02,-0.0
0.02,0.03,0.07,1.0,0.01,-0.01,-0.01,1.0,0.03,-0.01,0.03,0.0,0.01,0.01
0.02,0.03,0.07,0.99,-0.01,0.0,-0.01,1.0,0.03,-0.01,0.03,-0.0,0.01,-0.0
0.02,-0.0,0.03,1.0,-0.0,-0.01,-0.15,1.0,0.03,-0.01,0.03,-0.03,-0.03,0.01
0.02,0.03,0.1,1.0,0.02,-0.01,-0.08,1.0,0.03,-0.01,0.03,-0.0,0.04,0.0
0.02,0.03,0.05,0.99,0.01,-0.0,-0.02,1.0,0.03,-0.01,0.03,-0.0,-0.01,-0.01
0.02,0.04,0.07,1.0,0.01,-0.01,-0.07,1.0,0.03,-0.01,0.03,0.0,0.01,0.0
0.02,0.03,0.1,1.0,-0.0,0.0,-0.05,1.0,0.03,-0.01,0.03,-0.0,0.04,0.0
0.02,0.02,0.1,1.0,-0.0,-0.01,-0.05,1.0,0.03,-0.01,0.03,-0.01,0.04,0.01
0.02,0.02,0.09,0.99,0.02,-0.01,-0.03,1.0,0.03,-0.01,0.03,-0.01,0.03,-0.0
0.02,0.02,0.08,1.0,0.01,-0.01,0.04,1.0,0.03,-0.01,0.03,-0.01,0.02,-0.0
0.02,0.02,0.06,1.02,0.01,0.0,0.08,1.0,0.03,-0.01,0.03,-0.01,0.0,0.02
0.02,0.02,0.11,0.98,-0.01,0.0,0.13,1.0,0.03,-0.01,0.03,-0.01,0.05,-0.02
0.02,0.04,0.16,1.02,-0.01,0.03,0.15,1.0,0.03,-0.01,0.03,0.0,0.1,0.03
0.02,0.03,-0.01,0.99,-0.03,0.01,0.14,1.0,0.03,-0.01,0.04,-0.0,-0.08,-0.0
0.02,0.03,0.12,1.01,0.0,0.01,0.06,1.0,0.03,-0.01,0.04,0.0,0.06,0.01
0.02,0.02,0.09,1.0,0.02,-0.0,0.08,1.0,0.03,-0.01,0.04,-0.02,0.03,0.01
0.02,0.05,0.08,0.98,-0.01,0.02,0.18,1.0,0.03,-0.01,0.04,0.01,0.02,-0.01
0.02,0.02,0.04,1.03,-0.02,0.01,0.12,1.0,0.03,-0.01,0.04,-0.01,-0.03,0.03
0.02,0.08,0.13,1.02,-0.04,0.01,0.19,1.0,0.03,-0.01,0.04,0.04,0.07,0.02
0.02,0.03,0.12,1.01,-0.0,0.01,0.04,1.0,0.03,-0.01,0.04,-0.0,0.05,0.01
0.02,0.12,0.18,1.02,0.03,0.02,-0.05,1.0,0.03,-0.02,0.04,0.09,0.11,0.03
0.02,0.03,0.01,0.97,0.03,0.0,0.09,1.0,0.03,-0.01,0.04,-0.0,-0.05,-0.03
0.02,0.03,0.1,0.95,0.03,-0.0,0.14,1.0,0.03,-0.01,0.04,-0.0,0.03,-0.05
0.02,0.06,0.1,1.0,-0.02,-0.05,0.05,1.0,0.03,-0.02,0.04,0.02,0.04,0.0
0.02,0.04,0.08,0.99,0.03,-0.02,0.13,1.0,0.03,-0.02,0.05,0.01,0.02,-0.01
0.02,0.05,0.1,1.05,0.03,-0.01,0.09,1.0,0.03,-0.02,0.05,0.02,0.03,0.05
0.02,-0.0,0.1,0.98,0.04,0.02,0.06,1.0,0.03,-0.02,0.05,-0.04,0.03,-0.02
0.02,0.05,0.06,1.04,-0.02,0.0,0.01,1.0,0.03,-0.02,0.05,0.02,-0.0,0.04
0.02,-0.0,0.12,1.02,-0.0,0.02,-0.01,1.0,0.03,-0.02,0.05,-0.04,0.06,0.03
0.02,0.03,0.09,1.01,-0.01,0.05,-0.01,1.0,0.03,-0.02,0.05,-0.01,0.03,0.02
0.02,0.07,0.08,1.06,0.02,-0.03,-0.09,1.0,0.03,-0.02,0.05,0.04,0.01,0.06
0.02,-0.02,-0.07,0.91,-0.02,-0.03,-0.23,1.0,0.03,-0.02,0.05,-0.05,-0.13,-0.09
0.02,0.09,0.13,0.9,0.07,-0.15,-0.17,1.0,0.03,-0.02,0.04,0.05,0.07,-0.1
0.02,-0.05,-0.0,1.01,-0.04,-0.02,-0.02,1.0,0.03,-0.02,0.04,-0.09,-0.07,0.01
0.02,0.06,0.08,1.03,0.0,-0.1,-0.09,1.0,0.03,-0.02,0.04,0.03,0.01,0.04
0.02,0.11,0.13,0.97,0.01,-0.03,-0.02,1.0,0.03,-0.02,0.04,0.08,0.06,-0.03
0.02,0.02,0.08,1.01,0.07,-0.02,-0.17,1.0,0.03,-0.02,0.04,-0.02,0.01,0.01
0.02,-0.01,-0.01,1.02,-0.01,-0.05,-0.12,1.0,0.03,-0.02,0.04,-0.05,-0.08,0.02
0.02,0.01,0.1,0.96,0.01,0.01,-0.07,1.0,0.03,-0.02,0.04,-0.03,0.03,-0.04
0.02,0.11,0.11,1.01,0.02,-0.03,-0.08,1.0,0.03,-0.02,0.04,0.07,0.04,0.01
0.02,0.05,0.07,1.02,0.03,-0.06,-0.06,1.0,0.03,-0.02,0.04,0.01,0.01,0.02
0.02,0.04,0.12,0.96,-0.01,-0.01,0.04,1.0,0.03,-0.02,0.04,0.0,0.05,-0.04
0.02,0.07,0.04,1.0,0.01,0.01,0.05,1.0,0.03,-0.02,0.04,0.04,-0.02,0.0
0.02,0.06,0.03,1.0,-0.0,0.02,-0.04,1.0,0.03,-0.02,0.04,0.03,-0.03,0.0
0.02,0.03,0.04,1.05,0.01,-0.02,-0.18,1.0,0.03,-0.02,0.04,-0.0,-0.02,0.06
0.02,0.04,0.01,0.98,-0.02,-0.04,-0.37,1.0,0.03,-0.02,0.04,0.0,-0.05,-0.02
0.02,0.01,0.03,1.0,0.03,-0.08,-0.13,1.0,0.03,-0.02,0.03,-0.03,-0.03,0.01
0.02,0.09,0.04,0.98,-0.01,-0.05,-0.18,1.0,0.03,-0.02,0.03,0.05,-0.03,-0.01
0.02,0.01,0.11,0.95,-0.05,-0.01,-0.01,1.0,0.03,-0.02,0.03,-0.03,0.04,-0.05
0.02,0.04,0.14,1.04,0.03,-0.06,-0.05,1.0,0.03,-0.02,0.03,0.0,0.08,0.04
0.02,0.03,0.09,1.12,0.05,-0.1,-0.07,1.0,0.03,-0.02,0.03,-0.01,0.02,0.13
0.02,-0.03,0.07,1.04,0.0,0.03,-0.08,1.0,0.03,-0.02,0.03,-0.07,0.01,0.05
0.02,0.06,0.12,0.96,0.0,-0.05,-0.07,1.0,0.03,-0.02,0.03,0.02,0.05,-0.04
0.02,-0.01,0.0,0.97,-0.0,-0.09,-0.19,1.0,0.03,-0.02,0.03,-0.05,-0.06,-0.03
0.02,0.06,0.19,0.98,0.03,-0.01,0.02,1.0,0.03,-0.02,0.03,0.02,0.12,-0.02
0.02,0.04,0.02,0.98,0.02,0.07,0.46,1.0,0.03,-0.02,0.03,-0.0,-0.04,-0.02
0.02,0.02,0.1,0.94,-0.05,0.09,0.36,1.0,0.03,-0.02,0.04,-0.02,0.04,-0.06
0.02,0.06,0.08,0.93,-0.01,0.09,0.43,1.0,0.03,-0.02,0.04,0.02,0.01,-0.07
0.02,0.07,0.03,0.94,-0.03,0.05,0.38,1.0,0.03,-0.02,0.04,0.03,-0.03,-0.05
0.02,0.06,0.14,0.98,0.01,0.03,0.21,1.0,0.03,-0.02,0.05,0.02,0.08,-0.02
0.02,-0.04,0.06,0.97,0.01,0.07,0.15,1.0,0.03,-0.02,0.05,-0.08,-0.01,-0.03
0.02,0.1,0.05,0.96,0.0,-0.04,0.1,1.0,0.03,-0.02,0.05,0.06,-0.02,-0.04
0.02,0.09,0.04,1.03,-0.01,0.01,0.14,1.0,0.03,-0.02,0.05,0.05,-0.02,0.03
0.02,0.06,0.08,1.03,-0.03,0.06,0.04,1.0,0.03,-0.02,0.05,0.02,0.01,0.04
0.02,0.09,0.09,1.01,0.01,-0.06,-0.09,1.0,0.03,-0.02,0.05,0.05,0.02,0.01
0.02,0.09,0.07,0.94,-0.02,-0.05,-0.27,1.0,0.03,-0.02,0.05,0.04,0.0,-0.05
0.02,0.07,0.05,0.97,-0.05,-0.03,-0.26,1.0,0.03,-0.02,0.05,0.03,-0.02,-0.03
0.02,0.17,0.02,1.04,0.06,-0.05,-0.12,1.0,0.03,-0.02,0.04,0.13,-0.05,0.04
0.02,0.11,0.05,1.01,0.01,-0.0,0.07,1.0,0.03,-0.02,0.04,0.06,-0.02,0.01
0.02,-0.03,0.04,0.98,0.0,-0.01,0.06,1.0,0.03,-0.02,0.05,-0.07,-0.02,-0.02
0.02,0.03,0.04,1.05,0.05,-0.05,0.1,1.0,0.03,-0.02,0.05,-0.02,-0.03,0.05
0.02,0.08,0.03,1.05,-0.01,-0.02,-0.31,1.0,0.03,-0.02,0.04,0.04,-0.03,0.05
0.02,0.07,0.07,0.96,-0.03,-0.15,-0.42,1.0,0.03,-0.02,0.04,0.03,0.0,-0.03
0.02,0.1,0.05,1.08,-0.06,-0.06,-0.31,1.0,0.03,-0.02,0.04,0.06,-0.02,0.09
0.02,0.05,0.07,1.02,-0.05,-0.08,-0.45,1.0,0.03,-0.02,0.03,0.0,0.0,0.02
0.02,-0.07,0.01,1.0,-0.03,-0.05,-0.24,1.0,0.03,-0.02,0.03,-0.11,-0.06,0.0
0.02,0.03,0.17,0.98,-0.03,-0.01,-0.25,1.0,0.03,-0.02,0.03,-0.01,0.11,-0.02
0.02,0.03,-0.05,0.98,-0.01,0.03,0.1,1.0,0.03,-0.02,0.03,-0.02,-0.11,-0.01
0.02,0.08,0.03,1.07,-0.0,-0.04,-0.4,1.0,0.03,-0.02,0.02,0.03,-0.03,0.07
0.02,0.01,0.05,1.04,-0.01,-0.11,-0.23,1.0,0.03,-0.02,0.02,-0.04,-0.02,0.05
0.02,0.02,0.02,1.03,-0.0,-0.07,-0.21,1.0,0.03,-0.02,0.02,-0.03,-0.05,0.03
0.02,-0.0,0.04,1.03,0.04,-0.04,0.08,1.0,0.03,-0.02,0.02,-0.05,-0.02,0.03
0.02,-0.02,0.07,1.04,0.01,-0.03,0.24,1.0,0.03,-0.03,0.02,-0.07,0.01,0.04
0.02,0.03,-0.02,1.03,0.03,0.07,0.29,1.0,0.03,-0.02,0.02,-0.02,-0.08,0.04
0.02,0.03,0.06,0.99,-0.01,-0.01,0.04,1.0,0.03,-0.02,0.03,-0.02,-0.01,-0.0
0.02,0.06,0.03,1.0,0.03,0.02,0.06,1.0,0.03,-0.02,0.03,0.01,-0.03,0.01
0.02,0.0,0.06,0.95,0.05,0.14,0.09,1.0,0.03,-0.02,0.03,-0.05,-0.0,-0.04
0.02,0.04,0.12,1.0,-0.0,0.27,0.24,1.0,0.03,-0.02,0.03,-0.01,0.06,0.01
0.02,0.01,-0.09,0.98,-0.0,0.2,0.68,1.0,0.03,-0.02,0.03,-0.03,-0.15,-0.01
0.02,0.06,0.0,1.02,-0.0,0.1,0.32,1.0,0.03,-0.02,0.04,0.02,-0.06,0.03
0.02,0.13,0.04,0.99,-0.0,-0.04,0.34,1.0,0.03,-0.02,0.04,0.09,-0.02,-0.01
0.02,0.07,-0.01,0.94,-0.01,0.03,0.22,1.0,0.03,-0.02,0.04,0.03,-0.08,-0.05
0.02,0.03,0.01,1.0,-0.02,0.01,0.17,1.0,0.03,-0.02,0.05,-0.01,-0.05,0.0
0.02,0.02,-0.01,0.94,0.01,-0.02,0.09,1.0,0.03,-0.02,0.05,-0.02,-0.07,-0.05
0.02,0.08,-0.0,1.02,-0.03,-0.0,0.07,1.0,0.03,-0.02,0.05,0.04,-0.06,0.03
0.02,-0.01,-0.02,1.0,-0.0,0.06,-0.0,1.0,0.03,-0.02,0.05,-0.05,-0.08,0.0
0.02,0.02,0.05,1.02,0.01,-0.03,-0.04,1.0,0.03,-0.02,0.05,-0.02,-0.01,0.03
0.02,0.02,0.0,0.99,0.0,-0.04,-0.05,1.0,0.03,-0.02,0.05,-0.02,-0.06,-0.0
0.02,0.06,0.09,1.01,-0.0,0.03,-0.04,1.0,0.03,-0.02,0.05,0.02,0.03,0.02
0.02,0.04,0.02,1.01,0.0,0.03,-0.0,1.0,0.03,-0.02,0.05,-0.0,-0.04,0.01
0.02,0.02,0.0,1.0,-0.02,0.02,-0.01,1.0,0.03,-0.02,0.05,-0.02,-0.06,-0.0
0.02,0.03,0.04,1.01,0.0,0.02,0.01,1.0,0.03,-0.02,0.05,-0.01,-0.02,0.02
0.02,0.03,0.06,1.01,0.01,-0.02,-0.01,1.0,0.03,-0.02,0.05,-0.01,-0.0,0.01
0.02,0.03,0.03,1.01,0.0,-0.02,-0.01,1.0,0.03,-0.02,0.05,-0.01,-0.03,0.01
0.02,0.03,0.04,1.01,0.01,-0.02,0.0,1.0,0.03,-0.02,0.05,-0.01,-0.03,0.01
0.02,0.04,0.06,1.01,0.0,-0.01,0.0,1.0,0.03,-0.02,0.05,0.0,-0.01,0.01
0.02,0.03,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,0.05,-0.01,-0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.01,-0.0,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.0
0.02,0.04,0.06,1.0,-0.0,0.02,0.0,1.0,0.03,-0.02,0.05,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,-0.0,0.03,0.0,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.02,0.01,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.01,0.01,1.0,0.03,-0.02,0.05,-0.0,-0.01,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.01,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.04,0.06,1.0,0.0,-0.0,0.01,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,-0.0,0.01,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.0,0.0,1.0,0.03,-0.02,0.05,-0.01,0.0,0.01
0.02,0.04,0.06,1.0,-0.0,-0.0,-0.0,1.0,0.03,-0.02,0.05,-0.0,0.0,0.01
0.02,0.04,0.06,1.01,0.0,-0.0,0.0,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.04,0.06,1.01,-0.0,0.0,0.0,1.0,0.03,-0.02,0.05,0.0,0.0,0.01
0.02,0.04,0.06,1.0,0.0,0.01,0.0,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.0
0.02,0.04,0.06,1.0,0.0,0.03,0.07,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.05,0.05,1.0,0.01,0.03,0.17,1.0,0.03,-0.02,0.05,0.01,-0.01,0.01
0.02,0.03,0.07,1.0,0.0,0.03,0.18,1.0,0.03,-0.02,0.05,-0.01,0.01,0.0
0.02,0.04,0.07,1.0,0.01,0.01,0.22,1.0,0.03,-0.02,0.05,0.01,0.01,0.01
0.02,0.04,0.06,1.01,0.01,0.02,0.18,1.0,0.03,-0.02,0.05,-0.0,-0.0,0.01
0.02,0.02,0.07,1.0,0.01,0.01,0.17,1.0,0.03,-0.02,0.06,-0.01,0.01,0.01
0.02,0.04,0.07,1.0,0.01,-0.01,0.13,1.0,0.03,-0.02,0.06,-0.0,0.0,0.01
0.02,0.03,0.06,1.01,0.0,0.0,0.06,1.0,0.03,-0.02,0.06,-0.0,-0.01,0.01
0.02,0.04,0.06,1.0,-0.01,0.03,0.03,1.0,0.03,-0.02,0.06,0.0,-0.0,0.0
0.02,0.07,0.07,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,0.06,0.03,0.0,0.02
0.02,0.03,0.06,1.01,-0.01,0.04,0.0,1.0,0.03,-0.02,0.06,-0.01,-0.0,0.01
0.02,0.03,0.06,1.0,0.0,0.01,0.0,1.0,0.03,-0.02,0.06,-0.0,-0.0,0.01
0.02,0.03,0.06,1.01,-0.0,0.0,0.0,1.0,0.03,-0.02,0.06,-0.0,-0.0,0.01
0.02,0.03,0.06,1.0,-0.0,-0.0,0.0,1.0,0.03,-0.02,0.06,-0.01,-0.0,0.01
0.02,0.03,0.07,1.01,-0.0,-0.01,0.0,1.0,0.03,-0.02,0.06,-0.0,0.0,0.01
0.02,0.03,0.09,1.0,0.01,-0.01,0.0,1.0,0.03,-0.02,0.06,-0.01,0.03,0.01
0.02,0.02,0.12,1.0,0.01,-0.01,0.0,1.0,0.03,-0.02,0.06,-0.02,0.06,0.0
0.02,0.04,0.05,1.01,0.0,-0.0,0.01,1.0,0.03,-0.02,0.06,0.0,-0.01,0.01
0.02,0.02,0.07,1.0,-0.01,0.02,0.01,1.0,0.03,-0.02,0.06,-0.01,0.0,0.01
0.02,0.06,0.07,1.01,0.0,0.0,0.01,1.0,0.03,-0.02,0.06,0.02,0.0,0.02
0.02,0.04,0.06,1.01,0.0,-0.01,0.0,1.0,0.03,-0.02,0.06,0.01,0.0,0.01
0.02,0.05,0.07,1.02,-0.01,-0.0,0.0,1.0,0.03,-0.02,0.06,0.01,0.01,0.02
0.02,0.05,0.06,1.01,-0.02,0.01,0.01,1.0,0.03,-0.02,0.06,0.01,0.0,0.01
0.02,0.08,0.09,1.01,-0.02,0.04,0.09,1.0,0.03,-0.02,0.06,0.04,0.02,0.01
0.02,0.05,0.06,1.02,-0.06,0.13,0.19,1.0,0.03,-0.02,0.06,0.02,0.0,0.02
0.02,0.08,0.06,1.01,-0.08,0.14,0.41,1.0,0.03,-0.01,0.07,0.04,0.0,0.01
0.02,0.06,0.08,0.98,-0.04,0.07,0.49,1.0,0.03,-0.01,0.07,0.03,0.02,-0.02
0.02,0.03,0.05,0.98,0.01,0.02,0.34,1.0,0.03,-0.01,0.07,0.0,-0.01,-0.02
0.02,0.09,0.07,0.99,-0.01,0.01,0.18,1.0,0.03,-0.01,0.08,0.06,0.01,-0.0
0.02,0.05,0.09,1.06,-0.06,0.06,0.01,1.0,0.03,-0.01,0.08,0.01,0.03,0.06
0.02,0.07,0.07,1.03,-0.19,0.2,-0.11,1.0,0.03,-0.01,0.08,0.04,0.02,0.04
0.02,0.14,-0.03,1.0,-0.3,0.26,-0.28,1.0,0.02,-0.01,0.07,0.11,-0.08,0.01
0.02,0.06,0.07,1.01,-0.3,0.2,-0.07,1.0,0.02,-0.01,0.07,0.04,0.03,0.01
0.02,-0.02,0.03,0.97,-0.41,-0.04,0.01,1.0,0.02,-0.01,0.07,-0.04,-0.01,-0.03
0.02,0.03,-0.03,0.96,-0.21,0.05,-0.05,1.0,0.02,-0.01,0.07,0.01,-0.06,-0.04
0.02,-0.0,0.06,1.01,0.03,0.23,0.03,1.0,0.01,-0.01,0.07,-0.02,0.03,0.01
0.02,0.11,-0.02,1.04,-0.16,0.29,-0.18,1.0,0.01,-0.0,0.07,0.1,-0.04,0.04
0.02,0.11,-0.02,1.07,-0.48,0.15,-0.44,1.0,0.01,-0.0,0.07,0.11,-0.04,0.07
0.02,0.06,-0.05,1.0,-0.73,0.02,-0.42,1.0,0.0,-0.0,0.06,0.05,-0.06,0.0
0.02,0.04,0.06,1.04,-0.72,-0.23,-0.22,1.0,-0.0,-0.0,0.06,0.03,0.07,0.04
0.02,0.11,-0.05,0.99,-0.77,-0.44,-0.16,1.0,-0.01,-0.01,0.06,0.1,-0.03,-0.01
0.02,0.15,-0.02,1.0,-0.69,-0.66,-0.16,1.0,-0.02,-0.01,0.06,0.12,0.02,0.0
0.02,0.11,-0.01,0.98,-0.63,-0.21,-0.23,1.0,-0.02,-0.02,0.05,0.07,0.04,-0.02
0.02,0.08,-0.11,0.94,-0.57,-0.16,-0.21,1.0,-0.03,-0.02,0.05,0.04,-0.05,-0.05
0.02,0.15,-0.08,1.08,-0.59,0.27,-0.5,1.0,-0.03,-0.02,0.05,0.11,-0.02,0.08
0.02,0.18,-0.12,1.07,-0.92,-0.19,-0.78,1.0,-0.04,-0.02,0.04,0.14,-0.04,0.08
0.02,0.17,-0.12,1.03,-1.19,-0.44,-0.81,1.0,-0.05,-0.02,0.03,0.12,-0.01,0.04
0.02,0.04,-0.07,1.0,-1.22,-0.51,-0.6,1.0,-0.06,-0.03,0.03,-0.02,0.05,0.01
