delta_t,ax,ay,az,gx,gy,gz,qw,qx,qy,qz,lin_ax,lin_ay,lin_az
0.02,0.0,-0.14,0.92,-1.11,-0.54,-0.24,1.0,-0.07,-0.04,0.02,-0.06,0.01,-0.06
0.02,0.13,-0.21,0.87,-0.77,-0.18,-0.09,1.0,-0.08,-0.04,0.02,0.05,-0.04,-0.12
0.02,0.14,-0.17,0.94,-0.43,0.27,-0.09,1.0,-0.09,-0.04,0.02,0.06,0.01,-0.04
0.02,0.06,-0.18,0.97,-0.27,0.37,-0.05,0.99,-0.09,-0.04,0.02,-0.0,-0.0,-0.01
0.02,0.05,-0.22,0.98,-0.35,0.01,0.0,0.99,-0.09,-0.03,0.02,-0.02,-0.04,0.0
0.02,0.07,-0.25,0.95,-0.39,-0.15,-0.33,0.99,-0.1,-0.04,0.02,0.0,-0.06,-0.02
0.02,0.05,-0.2,0.98,-0.3,0.06,-0.36,0.99,-0.1,-0.04,0.01,-0.02,0.0,0.0
0.02,0.08,-0.17,1.01,-0.26,0.15,-0.23,0.99,-0.1,-0.04,0.01,0.01,0.03,0.03
0.02,0.12,-0.21,0.97,-0.34,-0.05,-0.35,0.99,-0.11,-0.04,0.01,0.05,0.0,-0.01
0.02,0.09,-0.18,0.97,-0.37,-0.32,-0.38,0.99,-0.11,-0.04,0.0,0.01,0.04,-0.0
0.02,0.04,-0.2,0.93,-0.36,-0.17,-0.24,0.99,-0.11,-0.04,0.0,-0.04,0.03,-0.04
0.02,-0.02,-0.2,0.95,-0.27,-0.06,-0.18,0.99,-0.12,-0.04,-0.0,-0.1,0.03,-0.02
0.02,0.02,-0.19,0.98,-0.11,0.11,-0.1,0.99,-0.12,-0.04,-0.0,-0.07,0.04,0.01
0.02,0.06,-0.32,1.03,-0.15,0.22,-0.3,0.99,-0.12,-0.04,-0.0,-0.02,-0.08,0.06
0.02,0.06,-0.24,1.04,-0.16,0.22,-0.45,0.99,-0.12,-0.04,-0.01,-0.02,-0.0,0.08
0.02,0.01,-0.22,1.02,-0.28,0.24,-0.37,0.99,-0.12,-0.04,-0.01,-0.06,0.02,0.05
0.02,0.02,-0.22,0.98,-0.43,0.01,-0.22,0.99,-0.13,-0.03,-0.02,-0.05,0.03,0.02
0.02,0.08,-0.28,0.93,-0.42,-0.13,-0.05,0.99,-0.13,-0.04,-0.02,0.0,-0.02,-0.03
0.02,0.05,-0.23,0.94,-0.2,0.02,0.01,0.99,-0.13,-0.04,-0.02,-0.03,0.03,-0.02
0.02,0.08,-0.22,0.92,-0.13,0.3,-0.05,0.99,-0.13,-0.03,-0.02,0.01,0.05,-0.04
0.02,0.11,-0.21,0.95,-0.07,0.45,-0.01,0.99,-0.13,-0.03,-0.02,0.04,0.06,-0.01
0.02,0.12,-0.25,1.03,-0.19,0.27,-0.05,0.99,-0.14,-0.03,-0.02,0.06,0.02,0.07
0.02,0.04,-0.27,0.99,-0.34,0.07,-0.16,0.99,-0.14,-0.03,-0.02,-0.02,0.01,0.03
0.02,0.01,-0.27,0.97,-0.32,-0.01,-0.12,0.99,-0.14,-0.03,-0.02,-0.04,0.01,0.01
0.02,0.04,-0.23,0.99,-0.27,0.25,-0.02,0.99,-0.15,-0.02,-0.02,-0.02,0.05,0.03
0.02,0.06,-0.35,0.92,-0.37,0.21,-0.02,0.99,-0.15,-0.02,-0.02,0.01,-0.06,-0.04
0.02,0.04,-0.31,0.94,-0.3,0.41,-0.08,0.99,-0.15,-0.02,-0.02,-0.0,-0.01,-0.01
0.02,0.02,-0.28,0.94,-0.18,0.6,-0.06,0.99,-0.15,-0.01,-0.03,-0.02,0.02,-0.01
0.02,0.01,-0.28,0.97,-0.12,0.67,-0.12,0.99,-0.15,-0.01,-0.03,-0.01,0.03,0.02
0.02,-0.03,-0.25,1.0,-0.04,0.83,-0.03,0.99,-0.16,-0.0,-0.03,-0.04,0.06,0.05
0.02,-0.04,-0.34,0.92,-0.2,0.47,0.03,0.99,-0.16,0.01,-0.03,-0.04,-0.03,-0.03
0.02,0.12,-0.4,0.89,-0.31,0.16,-0.05,0.99,-0.16,0.01,-0.03,0.13,-0.09,-0.06
0.02,0.05,-0.34,0.9,-0.34,-0.01,-0.22,0.99,-0.16,0.01,-0.03,0.06,-0.02,-0.05
0.02,0.05,-0.32,0.92,-0.18,-0.4,-0.08,0.99,-0.17,0.01,-0.03,0.05,0.0,-0.03
0.02,0.01,-0.32,0.88,-0.02,-0.14,-0.23,0.99,-0.17,0.0,-0.03,0.01,0.01,-0.06
0.02,-0.04,-0.27,0.94,0.16,0.24,-0.14,0.99,-0.16,0.0,-0.04,-0.04,0.05,-0.01
0.02,-0.06,-0.2,0.93,0.3,0.48,0.21,0.99,-0.16,0.01,-0.04,-0.06,0.12,-0.02
0.02,-0.01,-0.32,0.93,0.26,0.58,0.13,0.99,-0.16,0.01,-0.04,0.01,0.0,-0.02
0.02,0.09,-0.46,0.96,0.04,0.52,-0.15,0.99,-0.16,0.02,-0.04,0.11,-0.14,0.01
0.02,0.03,-0.32,0.97,-0.01,0.28,-0.13,0.99,-0.16,0.02,-0.04,0.07,-0.0,0.02
0.02,-0.03,-0.29,0.96,-0.07,-0.04,-0.15,0.99,-0.16,0.02,-0.04,0.0,0.03,0.01
0.02,-0.04,-0.27,0.94,-0.03,-0.04,-0.02,0.99,-0.16,0.02,-0.04,-0.01,0.04,-0.01
0.02,0.06,-0.34,0.95,0.08,0.33,0.02,0.99,-0.16,0.02,-0.04,0.1,-0.02,-0.0
0.02,0.02,-0.28,0.94,0.17,0.53,-0.1,0.99,-0.16,0.03,-0.04,0.07,0.03,-0.01
0.02,-0.05,-0.25,0.99,0.09,0.33,-0.09,0.99,-0.16,0.03,-0.04,-0.0,0.06,0.04
0.02,-0.06,-0.23,0.98,0.06,0.22,0.09,0.99,-0.16,0.03,-0.04,-0.0,0.08,0.03
0.02,-0.02,-0.4,0.88,0.05,0.07,-0.02,0.99,-0.16,0.04,-0.04,0.04,-0.09,-0.07
0.02,-0.05,-0.41,0.88,0.13,-0.03,-0.37,0.99,-0.15,0.04,-0.05,0.01,-0.1,-0.07
0.02,-0.1,-0.23,0.96,0.19,-0.23,-0.39,0.99,-0.15,0.03,-0.05,-0.04,0.07,0.01
0.02,-0.07,-0.22,0.98,0.1,-0.17,-0.25,0.99,-0.15,0.03,-0.05,-0.02,0.08,0.03
0.02,-0.01,-0.29,0.93,0.11,-0.17,-0.1,0.99,-0.15,0.03,-0.05,0.03,0.01,-0.03
0.02,-0.05,-0.36,0.92,0.18,-0.17,-0.14,0.99,-0.15,0.03,-0.06,-0.02,-0.06,-0.04
0.02,-0.06,-0.41,0.92,0.26,0.07,-0.22,0.99,-0.15,0.03,-0.06,-0.02,-0.12,-0.04
0.02,-0.06,-0.32,0.87,0.37,0.34,-0.32,0.99,-0.14,0.03,-0.06,-0.02,-0.04,-0.08
0.02,-0.12,-0.26,0.94,0.56,0.42,-0.18,0.99,-0.14,0.03,-0.06,-0.08,0.01,-0.02
0.02,-0.15,-0.27,1.0,0.59,0.43,0.19,0.99,-0.13,0.04,-0.06,-0.1,-0.01,0.04
0.02,-0.05,-0.29,1.01,0.43,-0.02,0.49,0.99,-0.13,0.04,-0.06,0.01,-0.04,0.05
0.02,-0.01,-0.27,0.99,0.28,-0.51,0.36,0.99,-0.12,0.03,-0.06,0.04,-0.03,0.03
0.02,-0.11,-0.28,0.91,0.27,-0.58,0.21,0.99,-0.12,0.03,-0.05,-0.06,-0.04,-0.05
0.02,-0.15,-0.18,0.98,0.33,-0.41,0.38,0.99,-0.12,0.03,-0.05,-0.11,0.05,0.01
0.02,-0.09,-0.17,0.97,0.27,-0.11,0.19,0.99,-0.11,0.02,-0.05,-0.06,0.06,0.0
0.02,-0.03,-0.19,0.91,0.24,-0.11,-0.3,0.99,-0.11,0.02,-0.05,0.0,0.03,-0.06
0.02,-0.04,-0.24,0.95,0.42,0.14,-0.12,0.99,-0.11,0.02,-0.05,-0.0,-0.02,-0.02
0.02,-0.06,-0.2,1.06,0.38,0.1,0.18,0.99,-0.11,0.02,-0.05,-0.03,0.01,0.09
0.02,-0.09,-0.13,1.05,0.22,-0.27,0.3,0.99,-0.1,0.02,-0.05,-0.06,0.08,0.07
0.02,-0.07,-0.15,0.95,0.17,-0.26,0.19,0.99,-0.1,0.02,-0.05,-0.04,0.06,-0.03
0.02,-0.09,-0.19,0.94,0.32,0.1,0.28,0.99,-0.1,0.02,-0.04,-0.06,0.0,-0.03
0.02,-0.05,-0.24,1.06,0.37,0.23,0.26,0.99,-0.09,0.02,-0.04,-0.01,-0.05,0.08
0.02,-0.02,-0.24,1.0,0.29,0.17,0.2,0.99,-0.09,0.02,-0.04,0.02,-0.06,0.02
0.02,-0.1,-0.17,0.96,0.22,-0.13,0.06,0.99,-0.09,0.02,-0.04,-0.06,0.01,-0.03
0.02,-0.11,-0.16,1.0,0.37,-0.12,0.13,1.0,-0.09,0.02,-0.04,-0.07,0.02,0.02
0.02,-0.1,-0.14,0.96,0.65,0.17,0.12,1.0,-0.08,0.02,-0.04,-0.06,0.03,-0.03
0.02,-0.09,-0.13,0.95,0.84,0.59,0.05,1.0,-0.07,0.03,-0.04,-0.04,0.02,-0.04
0.02,-0.08,-0.1,0.94,0.87,0.81,-0.06,1.0,-0.07,0.03,-0.04,-0.02,0.03,-0.05
0.02,-0.09,-0.11,1.04,0.91,1.06,0.25,1.0,-0.06,0.04,-0.04,-0.01,0.01,0.05
0.02,-0.07,-0.04,1.03,0.57,-0.27,0.3,1.0,-0.05,0.04,-0.03,0.02,0.06,0.04
0.02,-0.19,-0.16,0.97,0.35,-0.32,0.07,1.0,-0.05,0.04,-0.03,-0.11,-0.07,-0.02
0.02,-0.24,-0.03,0.97,0.59,-0.32,0.07,1.0,-0.04,0.04,-0.03,-0.16,0.06,-0.02
0.02,-0.17,-0.04,0.95,0.87,-0.29,-0.17,1.0,-0.03,0.04,-0.03,-0.1,0.03,-0.05
0.02,0.13,-0.08,0.83,0.78,-0.87,-0.05,1.0,-0.02,0.03,-0.03,0.2,-0.03,-0.16
0.02,-0.03,0.0,1.05,0.65,-0.55,0.17,1.0,-0.02,0.03,-0.03,0.02,0.04,0.05
0.02,-0.08,-0.03,1.03,0.45,-0.37,0.19,1.0,-0.01,0.02,-0.03,-0.03,-0.0,0.03
0.02,-0.06,0.0,1.02,0.36,-0.29,0.01,1.0,-0.01,0.02,-0.03,-0.02,0.02,0.03
0.02,-0.05,0.02,0.99,0.36,-0.3,-0.01,1.0,-0.01,0.02,-0.03,-0.02,0.03,-0.01
0.02,-0.0,-0.04,1.01,0.36,-0.32,0.04,1.0,-0.0,0.01,-0.03,0.03,-0.03,0.01
0.02,-0.02,0.04,1.04,0.37,-0.34,0.15,1.0,0.0,0.01,-0.03,0.0,0.04,0.04
0.02,-0.01,-0.04,1.03,0.23,-0.22,0.11,1.0,0.0,0.01,-0.03,0.0,-0.05,0.03
0.02,-0.01,0.0,1.0,0.18,-0.16,0.06,1.0,0.01,0.01,-0.03,0.0,-0.01,0.0
0.02,-0.0,0.01,0.99,0.24,-0.23,0.08,1.0,0.01,0.0,-0.03,0.01,-0.01,-0.01
0.02,-0.01,0.02,1.02,0.29,-0.27,0.04,1.0,0.01,0.0,-0.03,-0.01,0.0,0.02
0.02,0.01,0.03,1.03,0.19,-0.18,0.0,1.0,0.01,-0.0,-0.03,0.01,0.0,0.03
0.02,0.0,0.03,1.01,0.14,-0.13,0.0,1.0,0.01,-0.0,-0.03,0.0,-0.0,0.01
0.02,0.0,0.02,0.99,0.2,-0.19,0.01,1.0,0.02,-0.0,-0.03,-0.0,-0.01,-0.01
0.02,0.02,0.04,1.01,0.25,-0.24,0.04,1.0,0.02,-0.01,-0.03,0.01,0.0,0.01
0.02,0.03,0.05,1.04,0.17,-0.15,0.07,1.0,0.02,-0.01,-0.03,0.02,0.01,0.04
0.02,0.02,0.04,1.02,0.07,-0.06,0.04,1.0,0.02,-0.01,-0.02,0.0,-0.0,0.02
0.02,0.02,0.05,1.01,0.04,-0.04,0.01,1.0,0.02,-0.01,-0.02,0.0,0.0,0.01
0.02,0.02,0.04,1.02,0.02,-0.02,0.0,1.0,0.02,-0.01,-0.02,0.01,-0.0,0.02
0.02,0.02,0.04,1.01,-0.0,0.01,-0.0,1.0,0.02,-0.01,-0.02,0.0,-0.0,0.01
0.02,0.03,0.04,1.01,0.03,-0.03,0.03,1.0,0.02,-0.01,-0.02,0.02,-0.01,0.01
0.02,0.02,0.04,1.01,0.06,-0.05,0.07,1.0,0.02,-0.01,-0.02,-0.0,0.0,0.01
0.02,0.01,0.05,1.02,0.02,-0.02,0.04,1.0,0.02,-0.01,-0.02,-0.01,0.0,0.02
0.02,0.02,0.04,1.01,-0.02,0.02,0.0,1.0,0.02,-0.01,-0.02,0.0,-0.01,0.01
0.02,0.02,0.04,1.0,0.01,-0.0,0.0,1.0,0.02,-0.01,-0.02,0.0,-0.01,0.0
0.02,0.02,0.04,1.01,0.04,-0.03,0.02,1.0,0.02,-0.01,-0.02,0.01,-0.01,0.01
0.02,0.02,0.04,1.01,0.04,-0.04,0.04,1.0,0.02,-0.01,-0.02,0.0,-0.0,0.01
0.02,0.02,0.04,1.02,0.02,-0.01,0.01,1.0,0.02,-0.01,-0.02,0.0,-0.0,0.02
0.02,0.03,0.04,1.0,0.03,-0.02,0.01,1.0,0.02,-0.01,-0.02,0.01,-0.01,0.0
0.02,0.04,0.04,1.01,0.06,-0.05,0.03,1.0,0.02,-0.01,-0.02,0.02,-0.01,0.01
0.02,0.03,0.05,1.01,0.07,-0.07,0.07,1.0,0.02,-0.01,-0.02,0.01,-0.0,0.01
0.02,0.04,0.04,0.99,0.09,-0.09,0.23,1.0,0.03,-0.01,-0.02,0.02,-0.01,-0.0
0.02,0.02,0.05,1.01,0.17,-0.15,0.23,1.0,0.03,-0.01,-0.02,-0.0,-0.0,0.01
0.02,0.04,0.09,1.05,0.1,-0.1,0.08,1.0,0.03,-0.02,-0.02,0.01,0.04,0.05
0.02,0.01,0.05,1.01,0.07,-0.08,0.06,1.0,0.03,-0.02,-0.02,-0.02,-0.01,0.02
0.02,0.02,0.04,1.01,0.04,-0.06,0.04,1.0,0.03,-0.02,-0.02,-0.01,-0.02,0.01
0.02,0.04,0.06,1.01,0.05,-0.07,0.05,1.0,0.03,-0.02,-0.02,0.01,0.0,0.01
0.02,0.04,0.05,1.01,0.06,-0.08,0.1,1.0,0.03,-0.02,-0.01,0.01,-0.01,0.01
0.02,0.03,0.06,1.01,0.02,-0.02,0.05,1.0,0.03,-0.02,-0.01,-0.01,-0.0,0.02
0.02,0.04,0.06,1.0,0.01,-0.0,0.01,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.01,-0.01,0.01,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,-0.01,0.01,-0.0,1.0,0.03,-0.02,-0.01,-0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.01,-0.0,0.01,1.0,0.03,-0.02,-0.01,0.0,0.0,0.01
0.02,0.03,0.06,1.0,0.01,-0.01,0.01,1.0,0.03,-0.02,-0.01,-0.0,0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.0,0.01,0.0,0.0,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.0,0.01,-0.0,0.0,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,-0.01,-0.0,-0.0,0.01
0.02,0.04,0.06,1.0,0.0,-0.0,-0.0,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,-0.0,0.0,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.03,0.06,1.01,0.0,-0.0,0.0,1.0,0.03,-0.02,-0.01,-0.0,-0.0,0.01
0.02,0.04,0.06,1.01,0.0,0.0,0.0,1.0,0.03,-0.02,-0.01,-0.0,0.0,0.01
0.02,0.04,0.05,1.01,0.0,0.01,0.0,1.0,0.03,-0.02,-0.01,-0.0,-0.01,0.01
0.02,0.03,0.05,1.0,0.01,0.01,0.0,1.0,0.03,-0.02,-0.01,-0.0,-0.01,0.01
0.02,0.04,0.06,1.01,0.0,0.01,0.02,1.0,0.03,-0.02,-0.01,0.0,-0.0,0.01
0.02,0.05,0.06,1.01,0.0,0.0,0.02,1.0,0.03,-0.02,-0.01,0.01,-0.0,0.01
0.02,0.05,0.03,1.01,0.01,-0.01,0.05,1.0,0.03,-0.02,-0.01,0.01,-0.03,0.01
0.02,0.04,0.05,1.01,0.01,0.01,0.12,1.0,0.03,-0.02,-0.01,0.0,-0.01,0.01
0.02,0.04,0.03,1.0,0.01,-0.02,0.13,1.0,0.03,-0.02,-0.01,0.0,-0.03,0.0
0.02,0.03,0.08,1.01,0.01,-0.0,0.06,1.0,0.03,-0.02,-0.01,-0.01,0.02,0.01
0.02,0.03,0.04,1.0,0.02,-0.02,0.05,1.0,0.03,-0.02,-0.01,-0.01,-0.02,0.01
0.02,0.03,0.08,1.0,0.0,0.0,0.03,1.0,0.03,-0.02,-0.01,-0.01,0.02,0.01
0.02,0.03,0.06,1.01,-0.02,0.02,0.06,1.0,0.03,-0.02,-0.01,-0.01,0.0,0.02
0.02,0.06,-0.07,0.97,-0.0,-0.07,0.09,1.0,0.03,-0.02,-0.01,0.02,-0.13,-0.02
0.02,0.08,0.05,1.0,-0.0,0.07,0.05,1.0,0.03,-0.02,-0.01,0.04,-0.01,0.01
0.02,0.06,-0.06,1.01,0.03,-0.09,0.02,1.0,0.03,-0.02,-0.01,0.02,-0.12,0.01
0.02,0.02,-0.15,1.0,0.01,0.04,0.06,1.0,0.03,-0.02,-0.01,-0.02,-0.21,0.01
0.02,0.05,-0.02,1.0,0.0,-0.03,0.01,1.0,0.03,-0.02,-0.0,0.01,-0.08,0.0
0.02,0.08,0.03,1.0,0.03,0.01,0.08,1.0,0.03,-0.02,-0.0,0.04,-0.03,0.0
0.02,0.0,0.06,1.06,0.01,0.09,-0.05,1.0,0.03,-0.02,-0.0,-0.04,-0.0,0.06
0.02,0.03,0.05,1.01,-0.0,0.03,-0.03,1.0,0.03,-0.02,-0.01,-0.01,-0.01,0.02
0.02,0.06,0.05,0.96,-0.0,0.04,-0.1,1.0,0.03,-0.02,-0.01,0.02,-0.01,-0.04
0.02,0.04,0.06,0.99,-0.04,0.02,-0.12,1.0,0.03,-0.02,-0.01,-0.0,-0.01,-0.01
0.02,0.05,0.08,0.99,-0.0,0.01,0.01,1.0,0.03,-0.02,-0.01,0.01,0.02,-0.01
0.02,0.08,-0.06,1.02,-0.0,-0.01,-0.0,1.0,0.03,-0.02,-0.01,0.04,-0.12,0.03
0.02,0.04,0.09,1.03,-0.01,0.05,-0.12,1.0,0.03,-0.02,-0.01,0.0,0.04,0.03
0.02,0.02,0.03,0.96,-0.02,0.04,-0.17,1.0,0.03,-0.02,-0.01,-0.02,-0.03,-0.04
0.02,-0.02,0.03,1.03,-0.03,-0.01,-0.12,1.0,0.03,-0.02,-0.01,-0.06,-0.02,0.04
0.02,0.04,0.07,1.06,-0.02,0.01,-0.07,1.0,0.03,-0.02,-0.01,0.0,0.01,0.07
0.02,0.02,-0.04,0.92,-0.01,-0.06,-0.0,1.0,0.03,-0.02,-0.01,-0.02,-0.1,-0.08
0.02,0.12,0.08,1.02,0.01,0.09,0.08,1.0,0.03,-0.02,-0.01,0.09,0.02,0.02
0.02,0.06,0.09,1.05,0.04,0.02,0.05,1.0,0.03,-0.02,-0.01,0.03,0.03,0.05
0.02,0.03,-0.05,0.99,0.01,-0.15,0.07,1.0,0.03,-0.02,-0.01,-0.01,-0.11,-0.0
0.02,0.05,-0.16,1.04,0.01,-0.1,0.15,1.0,0.03,-0.02,-0.01,0.01,-0.22,0.04
0.02,0.04,0.01,1.0,0.03,-0.03,-0.12,1.0,0.03,-0.02,-0.01,0.0,-0.05,0.0
0.02,0.06,0.04,0.99,0.02,-0.03,-0.18,1.0,0.03,-0.02,-0.01,0.02,-0.02,-0.0
0.02,-0.02,-0.01,0.94,0.02,-0.1,-0.12,1.0,0.03,-0.02,-0.02,-0.06,-0.07,-0.06
0.02,0.11,0.12,1.0,0.03,0.0,0.03,1.0,0.03,-0.02,-0.02,0.07,0.06,-0.0
0.02,0.05,0.04,0.99,-0.03,0.03,-0.05,1.0,0.03,-0.02,-0.02,0.01,-0.02,-0.0
0.02,0.11,0.18,0.97,0.0,0.04,-0.13,1.0,0.03,-0.02,-0.02,0.07,0.12,-0.03
0.02,0.05,0.17,1.07,-0.01,-0.01,-0.16,1.0,0.03,-0.02,-0.02,0.01,0.11,0.07
0.02,-0.04,0.03,0.96,-0.03,-0.04,-0.19,1.0,0.03,-0.02,-0.02,-0.08,-0.03,-0.03
0.02,-0.03,0.05,0.94,-0.02,0.04,-0.13,1.0,0.03,-0.02,-0.02,-0.06,-0.0,-0.06
0.02,0.09,0.06,1.07,-0.03,0.07,-0.04,1.0,0.03,-0.02,-0.02,0.05,0.0,0.08
0.02,0.06,0.04,0.94,-0.04,0.04,-0.01,1.0,0.03,-0.02,-0.02,0.02,-0.02,-0.05
0.02,0.03,0.08,1.03,-0.02,0.05,-0.17,1.0,0.03,-0.02,-0.02,-0.01,0.02,0.03
0.02,0.05,0.1,1.05,-0.01,0.04,-0.23,1.0,0.03,-0.02,-0.03,0.01,0.04,0.05
0.02,0.05,0.12,0.97,0.0,-0.03,-0.2,1.0,0.03,-0.02,-0.03,0.01,0.06,-0.03
0.02,0.03,0.1,1.03,0.02,-0.01,-0.18,1.0,0.03,-0.02,-0.03,-0.01,0.04,0.03
0.02,0.01,0.13,0.95,-0.05,0.1,-0.01,1.0,0.03,-0.02,-0.03,-0.03,0.07,-0.05
0.02,0.05,0.04,1.01,0.0,0.0,0.02,1.0,0.03,-0.02,-0.03,0.01,-0.02,0.01
0.02,0.13,0.16,1.0,0.02,-0.02,-0.12,1.0,0.03,-0.02,-0.03,0.09,0.1,0.01
0.02,0.06,0.13,1.12,0.04,-0.04,-0.15,1.0,0.03,-0.02,-0.03,0.03,0.07,0.12
0.02,-0.0,0.03,0.98,0.03,-0.03,-0.04,1.0,0.03,-0.02,-0.03,-0.04,-0.03,-0.02
0.02,0.05,0.09,1.01,0.04,0.05,-0.1,1.0,0.03,-0.02,-0.03,0.02,0.04,0.01
0.02,0.08,0.04,1.03,0.03,0.02,-0.23,1.0,0.03,-0.02,-0.03,0.04,-0.01,0.03
0.02,0.04,0.23,0.99,0.03,-0.01,-0.1,1.0,0.03,-0.02,-0.04,0.0,0.17,-0.0
0.02,0.03,0.14,0.91,-0.01,-0.01,-0.04,1.0,0.03,-0.02,-0.04,-0.01,0.08,-0.08
0.02,0.01,0.0,1.0,0.0,-0.0,0.09,1.0,0.03,-0.02,-0.04,-0.03,-0.06,0.0
0.02,0.07,0.03,0.99,-0.01,-0.03,-0.21,1.0,0.03,-0.02,-0.04,0.03,-0.03,-0.01
0.02,0.04,0.12,1.04,0.01,-0.03,-0.27,1.0,0.03,-0.02,-0.04,0.0,0.06,0.04
0.02,0.03,0.1,0.96,0.0,-0.03,-0.28,1.0,0.03,-0.02,-0.04,-0.0,0.04,-0.04
0.02,-0.0,0.06,1.02,0.0,-0.02,-0.36,1.0,0.03,-0.02,-0.04,-0.04,0.0,0.02
0.02,0.04,0.06,0.96,-0.02,-0.04,-0.26,1.0,0.03,-0.02,-0.05,0.0,-0.01,-0.04
0.02,0.04,0.13,0.97,0.03,-0.09,-0.29,1.0,0.03,-0.02,-0.05,0.0,0.07,-0.02
0.02,-0.03,0.23,0.99,0.01,-0.03,-0.39,1.0,0.03,-0.02,-0.05,-0.06,0.17,-0.0
0.02,-0.03,0.05,1.02,-0.0,-0.09,-0.2,1.0,0.03,-0.02,-0.06,-0.07,-0.02,0.03
0.02,0.03,0.11,1.03,0.02,0.0,0.03,1.0,0.03,-0.02,-0.06,-0.01,0.05,0.03
0.02,0.12,0.08,1.06,-0.04,0.02,-0.04,1.0,0.03,-0.02,-0.06,0.08,0.01,0.06
0.02,0.03,0.08,0.98,-0.01,0.0,-0.06,1.0,0.03,-0.02,-0.06,-0.01,0.02,-0.02
0.02,0.01,0.19,1.0,-0.02,0.04,-0.1,1.0,0.03,-0.02,-0.06,-0.02,0.13,0.0
0.02,-0.05,0.07,1.03,0.03,-0.02,-0.12,1.0,0.03,-0.02,-0.06,-0.09,0.0,0.04
0.02,0.01,0.09,1.01,0.04,-0.03,-0.07,1.0,0.03,-0.02,-0.06,-0.03,0.03,0.01
0.02,0.05,0.06,1.0,0.03,-0.04,0.01,1.0,0.03,-0.02,-0.06,0.02,-0.01,0.0
0.02,0.06,0.1,1.03,0.02,0.01,0.04,1.0,0.03,-0.02,-0.06,0.02,0.03,0.03
0.02,0.01,0.04,1.0,0.0,-0.05,0.02,1.0,0.03,-0.02,-0.06,-0.02,-0.02,0.0
0.02,0.01,0.12,0.99,0.01,-0.02,0.1,1.0,0.03,-0.02,-0.06,-0.03,0.05,-0.01
0.02,0.13,0.01,1.01,-0.04,-0.02,-0.5,1.0,0.03,-0.02,-0.06,0.09,-0.05,0.01
0.02,0.05,0.06,0.99,-0.06,-0.12,-0.36,1.0,0.03,-0.02,-0.06,0.01,0.0,-0.01
0.02,-0.02,0.05,0.97,0.02,-0.03,-0.13,1.0,0.03,-0.02,-0.07,-0.06,-0.01,-0.02
0.02,-0.0,0.13,1.02,0.02,0.05,0.17,1.0,0.03,-0.02,-0.06,-0.04,0.06,0.02
0.02,0.13,0.07,0.97,-0.02,0.04,0.12,1.0,0.03,-0.02,-0.06,0.09,0.01,-0.03
0.02,0.05,-0.02,0.98,0.01,0.0,0.06,1.0,0.03,-0.02,-0.06,0.01,-0.09,-0.02
0.02,0.11,0.1,1.04,0.0,-0.0,0.0,1.0,0.03,-0.02,-0.06,0.07,0.04,0.04
0.02,0.07,0.06,1.0,-0.02,-0.05,0.02,1.0,0.03,-0.02,-0.06,0.03,-0.01,0.0
0.02,0.08,0.05,1.0,0.0,-0.02,-0.2,1.0,0.03,-0.02,-0.06,0.05,-0.01,0.0
0.02,0.07,0.17,1.01,0.02,-0.01,-0.19,1.0,0.03,-0.02,-0.07,0.03,0.11,0.01
0.02,0.03,0.15,1.02,0.02,-0.02,-0.14,1.0,0.03,-0.02,-0.07,-0.01,0.08,0.03
0.02,0.01,0.15,1.02,0.01,-0.02,-0.07,1.0,0.03,-0.02,-0.07,-0.03,0.08,0.02
0.02,-0.0,0.11,1.0,0.0,0.01,0.03,1.0,0.03,-0.02,-0.07,-0.04,0.04,-0.0
0.02,0.03,0.08,1.0,0.02,-0.04,0.06,1.0,0.03,-0.02,-0.07,-0.01,0.01,-0.0
0.02,0.05,0.1,1.0,0.01,-0.02,0.05,1.0,0.03,-0.02,-0.07,0.01,0.03,0.0
0.02,0.05,0.05,1.01,0.03,-0.02,0.08,1.0,0.03,-0.02,-0.07,0.01,-0.02,0.01
0.02,0.04,0.1,1.01,0.01,0.0,0.04,1.0,0.03,-0.02,-0.07,-0.0,0.03,0.01
0.02,0.03,0.08,1.01,0.0,-0.01,0.02,1.0,0.03,-0.02,-0.07,-0.01,0.01,0.01
